       1       0       1       0.00000000000           0.00000000000    
       2       1       1       2.11856066707           2.11856066707    
       3       2       1       3.56155137328           3.56155137328    
       4       3       1       4.61649391092           4.61649391092    
       5       4       1       5.40159936963           5.40159936963    
       6       5       1       5.98189549762           5.98189549762    
       7       6       1       6.39738203891           6.39738203891    
       8       7       1       6.67692992657           6.67692992657    
       9       8       1       6.84068022545           6.84068022545    
      10       9       1       6.90471312864           6.90471312864    
      11      10       1       6.88112111023           6.88112111023    
      12      11       1       6.78055421844           6.78055421844    
      13      12       1       6.61090962277           6.61090962277    
      14      13       1       6.37922083885           6.37922083885    
      15      14       1       6.09170116092           6.09170116092    
      16      15       1       5.75347988450           5.75347988450    
      17      16       1       5.36914334674           5.36914334674    
      18      17       1       4.94236266694           4.94236266694    
      19      18       1       4.47664745053           4.47664745053    
      20      19       1       3.97539003744           3.97539003744    
      21      20       1       3.44137659883           3.44137659883    
      22      21       1       2.87704217322           2.87704217322    
      23      22       1       2.28465419700           2.28465419700    
      24      23       1       1.66679856079           1.66679856079    
      25      24       1       1.02482298987           1.02482298987    
      26      25       1      0.360794248476          0.360794248476    
      27      26       1     -0.323631462244         -0.323631462244    
      28      27       1      -1.02701673372          -1.02701673372    
      29      28       1      -1.74773981776          -1.74773981776    
      30      29       1      -2.48413648011          -2.48413648011    
      31      30       1      -3.23540633151          -3.23540633151    
      32      31       1      -4.00028499561          -4.00028499561    
      33      32       1      -4.77722780361          -4.77722780361    
      34      33       1      -5.56523077146          -5.56523077146    
      35      34       1      -6.36350358463          -6.36350358463    
      36      35       1      -7.17045271838          -7.17045271838    
      37      36       1      -7.98551008969          -7.98551008969    
      38      37       1      -8.80802823318          -8.80802823318    
      39      38       1      -9.63692498913          -9.63692498913    
      40      39       1      -10.4711386109          -10.4711386109    
      41      40       1      -11.3095890272          -11.3095890272    
      42      41       1      -12.1513206701          -12.1513206701    
      43      42       1      -12.9956698228          -12.9956698228    
      44      43       1      -13.8421439527          -13.8421439527    
      45      44       1      -14.6893626621          -14.6893626621    
      46      45       1      -15.5368309898          -15.5368309898    
      47      46       1      -16.3835693752          -16.3835693752    
      48      47       1      -17.2287756426          -17.2287756426    
      49      48       1      -18.0716125438          -18.0716125438    
      50      49       1      -18.9116001025          -18.9116001025    
      51      50       1      -19.7477561222          -19.7477561222    
      52      51       1      -20.5790964906          -20.5790964906    
      53      52       1      -21.4050571307          -21.4050571307    
      54      53       1      -22.2248080879          -22.2248080879    
      55      54       1      -23.0378549822          -23.0378549822    
      56      55       1      -23.8432615312          -23.8432615312    
      57      56       1      -24.6408811998          -24.6408811998    
      58      57       1      -25.4304842256          -25.4304842256    
      59      58       1      -26.2115500382          -26.2115500382    
      60      59       1      -26.9832557768          -26.9832557768    
      61      60       1      -27.7465869590          -27.7465869590    
      62      61       1      -28.5006485858          -28.5006485858    
      63      62       1      -29.2454380788          -29.2454380788    
      64      63       1      -29.9814160814          -29.9814160814    
      65      64       1      -30.7080325166          -30.7080325166    
      66      65       1      -31.4257079815          -31.4257079815    
      67      66       1      -32.1349824861          -32.1349824861    
      68      67       1      -32.8351485296          -32.8351485296    
      69      68       1      -33.5282504836          -33.5282504836    
      70      69       1      -34.2132914281          -34.2132914281    
      71      70       1      -34.8911418888          -34.8911418888    
      72      71       1      -35.5617821122          -35.5617821122    
      73      72       1      -36.2254275517          -36.2254275517    
      74      73       1      -36.8831252608          -36.8831252608    
      75      74       1      -37.5346182522          -37.5346182522    
      76      75       1      -38.1795365503          -38.1795365503    
      77      76       1      -38.8184917295          -38.8184917295    
      78      77       1      -39.4521752741          -39.4521752741    
      79      78       1      -40.0801772697          -40.0801772697    
      80      79       1      -40.7034886696          -40.7034886696    
      81      80       1      -41.3212361765          -41.3212361765    
      82      81       1      -41.9340172673          -41.9340172673    
      83      82       1      -42.5426529268          -42.5426529268    
      84      83       1      -43.1467863404          -43.1467863404    
      85      84       1      -43.7463865180          -43.7463865180    
      86      85       1      -44.3418435822          -44.3418435822    
      87      86       1      -44.9331757785          -44.9331757785    
      88      87       1      -45.5202447445          -45.5202447445    
      89      88       1      -46.1032576101          -46.1032576101    
      90      89       1      -46.6833130571          -46.6833130571    
      91      90       1      -47.2595784512          -47.2595784512    
      92      91       1      -47.8321368478          -47.8321368478    
      93      92       1      -48.4011478914          -48.4011478914    
      94      93       1      -48.9665821531          -48.9665821531    
      95      94       1      -49.5286332983          -49.5286332983    
      96      95       1      -50.0878766370          -50.0878766370    
      97      96       1      -50.6432816294          -50.6432816294    
      98      97       1      -51.1953574793          -51.1953574793    
      99      98       1      -51.7423820384          -51.7423820384    
     100      99       1      -52.2871632802          -52.2871632802    
     101     100       1      -52.8293537699          -52.8293537699    
     102     101       1      -53.3685257851          -53.3685257851    
     103     102       1      -53.9049552630          -53.9049552630    
     104     103       1      -54.4372756621          -54.4372756621    
     105     104       1      -54.9674213117          -54.9674213117    
     106     105       1      -55.4943633516          -55.4943633516    
     107     106       1      -56.0188688184          -56.0188688184    
     108     107       1      -56.5399103745          -56.5399103745    
     109     108       1      -57.0576420303          -57.0576420303    
     110     109       1      -57.5730351033          -57.5730351033    
     111     110       1      -58.0836523318          -58.0836523318    
     112     111       1      -58.5920696776          -58.5920696776    
     113     112       1      -59.0974541671          -59.0974541671    
     114     113       1      -59.5997116544          -59.5997116544    
     115     114       1      -60.0978366652          -60.0978366652    
     116     115       1      -60.5930569987          -60.5930569987    
     117     116       1      -61.0862769523          -61.0862769523    
     118     117       1      -61.5748778654          -61.5748778654    
     119     118       1      -62.0599585121          -62.0599585121    
     120     119       1      -62.5411496767          -62.5411496767    
     121     120       1      -63.0200066044          -63.0200066044    
     122     121       1      -63.4962319126          -63.4962319126    
     123     122       1      -63.9680637632          -63.9680637632    
     124     123       1      -64.4357871404          -64.4357871404    
     125     124       1      -64.8992267908          -64.8992267908    
     126     125       1      -65.3597197990          -65.3597197990    
     127     126       1      -65.8167861506          -65.8167861506    
     128     127       1      -66.2716052270          -66.2716052270    
     129     128       1      -66.7207133130          -66.7207133130    
     130     129       1      -67.1665003212          -67.1665003212    
     131     130       1      -67.6097868716          -67.6097868716    
     132     131       1      -68.0475053657          -68.0475053657    
     133     132       1      -68.4814060322          -68.4814060322    
     134     133       1      -68.9123684877          -68.9123684877    
     135     134       1      -69.3394256820          -69.3394256820    
     136     135       1      -69.7632732247          -69.7632732247    
     137     136       1      -70.1838983677          -70.1838983677    
     138     137       1      -70.5996485685          -70.5996485685    
     139     138       1      -71.0130341989          -71.0130341989    
     140     139       1      -71.4219072000          -71.4219072000    
     141     140       1      -71.8279984162          -71.8279984162    
     142     141       1      -72.2313703900          -72.2313703900    
     143     142       1      -72.6305943431          -72.6305943431    
     144     143       1      -73.0266272869          -73.0266272869    
     145     144       1      -73.4191217250          -73.4191217250    
     146     145       1      -73.8089957474          -73.8089957474    
     147     146       1      -74.1953608180          -74.1953608180    
     148     147       1      -74.5794375510          -74.5794375510    
     149     148       1      -74.9600539902          -74.9600539902    
     150     149       1      -75.3377760849          -75.3377760849    
     151     150       1      -75.7124419688          -75.7124419688    
     152     151       1      -76.0834947861          -76.0834947861    
     153     152       1      -76.4520319139          -76.4520319139    
     154     153       1      -76.8186135383          -76.8186135383    
     155     154       1      -77.1836558017          -77.1836558017    
     156     155       1      -77.5458732877          -77.5458732877    
     157     156       1      -77.9046256221          -77.9046256221    
     158     157       1      -78.2626038629          -78.2626038629    
     159     158       1      -78.6177949507          -78.6177949507    
     160     159       1      -78.9691143757          -78.9691143757    
     161     160       1      -79.3186581271          -79.3186581271    
     162     161       1      -79.6670035403          -79.6670035403    
     163     162       1      -80.0126799541          -80.0126799541    
     164     163       1      -80.3555032219          -80.3555032219    
     165     164       1      -80.6961959495          -80.6961959495    
     166     165       1      -81.0341628462          -81.0341628462    
     167     166       1      -81.3706529572          -81.3706529572    
     168     167       1      -81.7044072278          -81.7044072278    
     169     168       1      -82.0369622836          -82.0369622836    
     170     169       1      -82.3674155915          -82.3674155915    
     171     170       1      -82.6954106741          -82.6954106741    
     172     171       1      -83.0214162516          -83.0214162516    
     173     172       1      -83.3461745004          -83.3461745004    
     174     173       1      -83.6681636712          -83.6681636712    
     175     174       1      -83.9884287965          -83.9884287965    
     176     175       1      -84.3075640881          -84.3075640881    
     177     176       1      -84.6260687738          -84.6260687738    
     178     177       1      -84.9428134553          -84.9428134553    
     179     178       1      -85.2583691708          -85.2583691708    
     180     179       1      -85.5715170427          -85.5715170427    
     181     180       1      -85.8838909997          -85.8838909997    
     182     181       1      -86.1945534194          -86.1945534194    
     183     182       1      -86.5025316043          -86.5025316043    
     184     183       1      -86.8089142144          -86.8089142144    
     185     184       1      -87.1158534452          -87.1158534452    
     186     185       1      -87.4194216325          -87.4194216325    
     187     186       1      -87.7211150899          -87.7211150899    
     188     187       1      -88.0210543964          -88.0210543964    
     189     188       1      -88.3195958479          -88.3195958479    
     190     189       1      -88.6166369986          -88.6166369986    
     191     190       1      -88.9118450500          -88.9118450500    
     192     191       1      -89.2067738081          -89.2067738081    
     193     192       1      -89.4995289861          -89.4995289861    
     194     193       1      -89.7922493186          -89.7922493186    
     195     194       1      -90.0825519743          -90.0825519743    
     196     195       1      -90.3719863600          -90.3719863600    
     197     196       1      -90.6564382851          -90.6564382851    
     198     197       1      -90.9393294666          -90.9393294666    
     199     198       1      -91.2218842804          -91.2218842804    
     200     199       1      -91.5021369789          -91.5021369789    
     201     200       1      -91.7809794763          -91.7809794763    
