         406          15         367         415
         406   1000.0000000000006     
           0  1530449006          -1           1
  0.14267090    
  0.10848703E-01  0.50000000E-01
   10.000000       25.000000    
   10.000000    

       1       1       1   0.5520320509000057        3.686976502472509        7.086843125024844    
       1       1       2   0.3298366571780514        3.634035971982691        6.586619212888010    
       2       1       1   0.5114497083917343        2.353866046878803        6.800733209584553    
       2       1       2   0.4999204582658434        2.617862917787951        6.318327592516400    
       3       1       1    8.920523542655809        2.989927469345709        2.820365952571706    
       3       1       2    9.226433988999974        2.724475479103143        2.447943255733264    
       4       1       1    9.662769009187180        3.396690067681620        6.612781101907642    
       4       1       2    9.186644717987692        3.150055590988565        6.489887610271593    
       5       1       1    9.371263547005910        3.220484998227633        8.747557328045593    
       5       1       2    9.739765381152608        2.875861644264669        8.965838292948783    
       6       1       1   0.6697432373161775        3.392966906520144        4.429718533947672    
       6       1       2   0.8683857062367880        3.419022584997578        3.917861750545500    
       7       1       1    7.402336864547006        3.990846443897080        4.014925193830010    
       7       1       2    7.722135493710197        4.276093457438265        3.670256819610250    
       8       1       1    8.556434173494766        2.647032236812276        7.633798590713742    
       8       1       2    8.580750793936625        2.615239973445490        7.085677974678428    
       9       1       1   0.7273934054894733        3.118847525849032        5.780394174072656    
       9       1       2   0.5744005668238941        2.858761085884582        6.240245193869484    
      10       1       1    7.625201982507727        3.251462092228875        7.769786658721165    
      10       1       2    7.455200125511737        2.751315387492014        7.923945859328531    
      11       1       1   0.1089265412327384E-01    4.890979945608762        1.723165448800418    
      11       1       2   0.4980551985361604        4.795845478441644        1.486256645588482    
      12       1       1    5.972575473666248        2.766020102695221        4.862121369512076    
      12       1       2    6.489443384944441        2.632814231368859        4.996016822169664    
      13       1       1    9.611203935130613        3.930984157561611       0.6536907636297327    
      13       1       2    9.787552606237627        3.521806133378905       0.9757001653943935    
      14       1       1    8.542006827060611        1.969603757727593       0.1628011246208527    
      14       1       2    8.024652920253022        2.143943807627260       0.9461604805338181E-01
      15       1       1    7.369405906786038        4.540890739894168        3.177664519609706    
      15       1       2    7.748062553296988        4.282185759554198        2.873996138726668    
      16       1       1    3.113776448194573        3.151759609504275        1.823111998165535    
      16       1       2    2.887079564512836        2.672546635416857        1.969516307320021    
      17       1       1    4.906021808589627        3.711789924786488        6.240942298372477    
      17       1       2    4.936208593312836        3.616070523987853        5.700293341800365    
      18       1       1    4.215940292970839        3.858221011939434        1.543949571435622    
      18       1       2    4.659958585921325        3.916149070228804        1.224466869726437    
      19       1       1    1.322850042681475        2.925471493931490        7.139548331865759    
      19       1       2    1.462186199308076        3.251764109625144        7.559486791754348    
      20       1       1    3.929191290352461        3.480232241762980        8.043865078913168    
      20       1       2    3.479613262591135        3.462905174333737        8.360156325057837    
      21       1       1   0.8417682093612774E-01    4.420915155510259        8.467334336241860    
      21       1       2    9.726074898308070        4.383288633408656        8.051632471266698    
      22       1       1    1.881663685464572        2.789518103020963        8.464810061915701    
      22       1       2    1.463953559368114        2.500475519678147        8.676420219073858    
      23       1       1    1.611198581746475        3.537244772026849        9.136906961953104    
      23       1       2    1.602493789057054        3.355478156880877        9.655699057614713    
      24       1       1    5.991029313185674        4.411175706689798        9.996956408917983    
      24       1       2    5.776745690627696        3.904940940914702       0.2238155244075872E-01
      25       1       1    5.587950713271868        3.013306955086337        6.853282385811927    
      25       1       2    5.902777390908371        3.275527793265444        7.219946469476336    
      26       1       1    4.972406954815142        3.966822390030176        8.274529490908323    
      26       1       2    4.969568178111471        3.464197751675371        8.498790987976154    
