       0      -6.8985405           0.0000000          0.43524680E-04
       1      -4.7811646           2.1173759          0.36165980E-03
       2      -3.3388388           3.5597017          0.15300104E-02
       3      -2.2841377           4.6144028          0.43928386E-02
       4      -1.4993339           5.3992066          0.96290009E-02
       5     -0.91993523           5.9786053          0.17187426E-01
       6     -0.50527048           6.3932700          0.26019411E-01
       7     -0.22667122           6.6718693          0.34378871E-01
       8     -0.63377857E-01       6.8351626          0.40477064E-01
       9       0.0000000           6.8985405          0.43125451E-01
      10     -0.23866653E-01       6.8746738          0.42108376E-01
      11     -0.12491941           6.7736211          0.38061142E-01
      12     -0.29521418           6.6033263          0.32101382E-01
      13     -0.52745008           6.3710904          0.25448665E-01
      14     -0.81571341           6.0828271          0.19075407E-01
      15      -1.1544099           5.7441306          0.13595019E-01
      16      -1.5397682           5.3587723          0.92474241E-02
      17      -1.9671464           4.9313941          0.60313265E-02
      18      -2.4335122           4.4650283          0.37833168E-02
      19      -2.9357362           3.9628043          0.22896000E-02
      20      -3.4705117           3.4280288          0.13412496E-02
      21      -4.0354657           2.8630748          0.76234777E-03
      22      -4.6286235           2.2699170          0.42125784E-03
      23      -5.2474875           1.6510530          0.22687088E-03
      24      -5.8902154           1.0083251          0.11930142E-03
      25      -6.5549083          0.34363222          0.61372404E-04
      26      -7.2399445         -0.34140396          0.30936113E-04
      27      -7.9433780          -1.0448375          0.15309763E-04
      28      -8.6644402          -1.7658997          0.74441496E-05
      29      -9.4017220          -2.5031815          0.35613748E-05
      30      -10.153091          -3.2545509          0.16799720E-05
      31      -10.918087          -4.0195465          0.78175145E-06
      32      -11.695354          -4.7968140          0.35934016E-06
      33      -12.483831          -5.5852909          0.16333323E-06
      34      -13.282438          -6.3838978          0.73492664E-07
      35      -14.090103          -7.1915627          0.32770238E-07
      36      -14.906069          -8.0075283          0.14491396E-07
      37      -15.728861          -8.8303204          0.63646737E-08
      38      -16.557570          -9.6590290          0.27788978E-08
      39      -17.391474          -10.492933          0.12070147E-08
      40      -18.230402          -11.331861          0.52163973E-09
      41      -19.072922          -12.174381          0.22463062E-09
      42      -19.917816          -13.019276          0.96501925E-10
      43      -20.764599          -13.866058          0.41379282E-10
      44      -21.612490          -14.713949          0.17723463E-10
      45      -22.461012          -15.562471          0.75864766E-11
      46      -23.308603          -16.410063          0.32503928E-11
      47      -24.154526          -17.255985          0.13949428E-11
      48      -24.998104          -18.099564          0.60006042E-12
      49      -25.838867          -18.940327          0.25885479E-12
      50      -26.675848          -19.777308          0.11208824E-12
      51      -27.508425          -20.609884          0.48750216E-13
      52      -28.335466          -21.436926          0.21320478E-13
      53      -29.156586          -22.258045          0.93797091E-14
      54      -29.970755          -23.072214          0.41552798E-14
      55      -30.777897          -23.879356          0.18538000E-14
      56      -31.577347          -24.678806          0.83342436E-15
      57      -32.368896          -25.470356          0.37765959E-15
      58      -33.151783          -26.253242          0.17262244E-15
      59      -33.925888          -27.027348          0.79599008E-16
      60      -34.691330          -27.792789          0.37023754E-16
      61      -35.446644          -28.548103          0.17396098E-16
      62      -36.192841          -29.294300          0.82486467E-17
      63      -36.929287          -30.030746          0.39495546E-17
      64      -37.657028          -30.758488          0.19076299E-17
      65      -38.376163          -31.477623          0.92934631E-18
      66      -39.086548          -32.188007          0.45673217E-18
      67      -39.788860          -32.890320          0.22628260E-18
      68      -40.482986          -33.584446          0.11303060E-18
      69      -41.168705          -34.270164          0.56936696E-19
      70      -41.847172          -34.948631          0.28889354E-19
      71      -42.518936          -35.620396          0.14756871E-19
      72      -43.183640          -36.285099          0.75913200E-20
      73      -43.841812          -36.943272          0.39307603E-20
      74      -44.493603          -37.595062          0.20483656E-20
      75      -45.139297          -38.240757          0.10739544E-20
      76      -45.779156          -38.880615          0.56636830E-21
      77      -46.413990          -39.515450          0.30018841E-21
      78      -47.043270          -40.144730          0.15999302E-21
      79      -47.666569          -40.768028          0.85783916E-22
      80      -48.285862          -41.387321          0.46179608E-22
      81      -48.899818          -42.001278          0.24992653E-22
      82      -49.509487          -42.610947          0.13584278E-22
      83      -50.114658          -43.216118          0.74167574E-23
      84      -50.716022          -43.817482          0.40648539E-23
      85      -51.312729          -44.414188          0.22381988E-23
      86      -51.905060          -45.006519          0.12378060E-23
      87      -52.493740          -45.595200          0.68705579E-24
      88      -53.078720          -46.180180          0.38277045E-24
      89      -53.659630          -46.761089          0.21411766E-24
      90      -54.236900          -47.338360          0.12021180E-24
      91      -54.810829          -47.912289          0.67716264E-25
      92      -55.380527          -48.481987          0.38306824E-25
      93      -55.946648          -49.048107          0.21747698E-25
      94      -56.509178          -49.610638          0.12391087E-25
      95      -57.068607          -50.170067          0.70819425E-26
      96      -57.623947          -50.725407          0.40641655E-26
      97      -58.175957          -51.277416          0.23401120E-26
      98      -58.725983          -51.827442          0.13500921E-26
      99      -59.272476          -52.373936          0.78167155E-27
     100      -59.815578          -52.917038          0.45410679E-27
     101      -60.355751          -53.457211          0.26458426E-27
     102      -60.891754          -53.993214          0.15480350E-27
     103      -61.424698          -54.526157          0.90850286E-28
     104      -61.954578          -55.056038          0.53481323E-28
     105      -62.482136          -55.583595          0.31556356E-28
     106      -63.005680          -56.107140          0.18694527E-28
     107      -63.525299          -56.626759          0.11118515E-28
     108      -64.043030          -57.144489          0.66252028E-29
     109      -64.556725          -57.658184          0.39637331E-29
     110      -65.067917          -58.169376          0.23773679E-29
     111      -65.576363          -58.677822          0.14298195E-29
     112      -66.081299          -59.182758          0.86295909E-30
     113      -66.582939          -59.684399          0.52255332E-30
     114      -67.081635          -60.183094          0.31735834E-30
     115      -67.577202          -60.678661          0.19334270E-30
     116      -68.068405          -61.169865          0.11830440E-30
     117      -68.557358          -61.658817          0.72552346E-31
     118      -69.042618          -62.144077          0.44658664E-31
     119      -69.523392          -62.624851          0.27612659E-31
     120      -70.002449          -63.103909          0.17102372E-31
     121      -70.477943          -63.579403          0.10630452E-31
     122      -70.950699          -64.052155          0.66257746E-32
     123      -71.418144          -64.519608          0.41517164E-32
     124      -71.882767          -64.984222          0.26088237E-32
     125      -72.343872          -65.445328          0.16450882E-32
     126      -72.800934          -65.902390          0.10415732E-32
     127      -73.255272          -66.356735          0.66126154E-33
     128      -73.706192          -66.807648          0.42125121E-33
     129      -74.153801          -67.255264          0.26924464E-33
     130      -74.597832          -67.699295          0.17270581E-33
     131      -75.038101          -68.139557          0.11119887E-33
     132      -75.474548          -68.576004          0.71871016E-34
     133      -75.907349          -69.008804          0.46622012E-34
     134      -76.336342          -69.437805          0.30358591E-34
     135      -76.762268          -69.863724          0.19829155E-34
     136      -77.184601          -70.286057          0.12998326E-34
