       0      -6.9316974           0.0000000          0.38020142E-04
       1      -4.8141575           2.1175399          0.31597275E-03
       2      -3.3714192           3.5602782          0.13372817E-02
       3      -2.3165226           4.6151748          0.38402425E-02
       4      -1.5316820           5.4000154          0.84180329E-02
       5     -0.95203686           5.9796605          0.15029595E-01
       6     -0.53698587           6.3947115          0.22761542E-01
       7     -0.25824881           6.6734486          0.30078461E-01
       8     -0.95160007E-01       6.8365374          0.35406597E-01
       9     -0.31687260E-01       6.9000101          0.37726808E-01
      10     -0.55767059E-01       6.8759303          0.36829203E-01
      11     -0.15716267           6.7745347          0.33277966E-01
      12     -0.32749128           6.6042061          0.28066225E-01
      13     -0.55970621           6.3719912          0.22250222E-01
      14     -0.84810972           6.0835876          0.16675632E-01
      15      -1.1872592           5.7444382          0.11879318E-01
      16      -1.5723357           5.3593616          0.80826711E-02
      17      -1.9995551           4.9321423          0.52724918E-02
      18      -2.4658427           4.4658546          0.33075756E-02
      19      -2.9678247           3.9638727          0.20021738E-02
      20      -3.5024710           3.4292264          0.11730265E-02
      21      -4.0675526           2.8641448          0.66664716E-03
      22      -4.6605206           2.2711768          0.36844553E-03
      23      -5.2789655           1.6527319          0.19851168E-03
      24      -5.9213071           1.0103903          0.10442889E-03
      25      -6.5858078          0.34588957          0.53731834E-04
      26      -7.2707138         -0.33901644          0.27088239E-04
      27      -7.9742212          -1.0425239          0.13404524E-04
      28      -8.6952753          -1.7635779          0.65178083E-05
      29      -9.4323244          -2.5006270          0.31189270E-05
      30      -10.184019          -3.2523217          0.14707822E-05
      31      -10.948912          -4.0172143          0.68447838E-06
      32      -11.726164          -4.7944665          0.31463239E-06
      33      -12.514561          -5.5828633          0.14302337E-06
      34      -13.312670          -6.3809724          0.64386178E-07
      35      -14.120466          -7.1887689          0.28705895E-07
      36      -14.935824          -8.0041275          0.12701808E-07
      37      -15.758509          -8.8268108          0.55792815E-08
      38      -16.586914          -9.6552162          0.24367242E-08
      39      -17.420584          -10.488886          0.10586400E-08
      40      -18.258739          -11.327042          0.45786966E-09
