       0       0.00000000000           0.00000000000    
       1       2.11812163282           2.11812163282    
       2       3.56080192219           3.56080192219    
       3       4.61610157638           4.61610157638    
       4       5.40148895346           5.40148895346    
       5       5.98158311123           5.98158311123    
       6       6.39692904509           6.39692904509    
       7       6.67620002452           6.67620002452    
       8       6.83986724763           6.83986724763    
       9       6.90381512174           6.90381512174    
      10       6.88036130362           6.88036130362    
      11       6.77980840310           6.77980840310    
      12       6.61008065987           6.61008065987    
      13       6.37852458679           6.37852458679    
      14       6.09092652253           6.09092652253    
      15       5.75269944671           5.75269944671    
      16       5.36804807908           5.36804807908    
      17       4.94081226619           4.94081226619    
      18       4.47500441971           4.47500441971    
      19       3.97381917624           3.97381917624    
      20       3.43937101910           3.43937101910    
      21       2.87487893468           2.87487893468    
      22       2.28244299723           2.28244299723    
      23       1.66390920358           1.66390920358    
      24       1.02159514645           1.02159514645    
      25      0.357306599290          0.357306599290    
      26     -0.326678309749         -0.326678309749    
      27      -1.02983080896          -1.02983080896    
      28      -1.75058610425          -1.75058610425    
      29      -2.48737030496          -2.48737030496    
      30      -3.23873526922          -3.23873526922    
      31      -4.00290423703          -4.00290423703    
      32      -4.77974004018          -4.77974004018    
      33      -5.56767464707          -5.56767464707    
      34      -6.36580655880          -6.36580655880    
      35      -7.17295090368          -7.17295090368    
      36      -7.98796177542          -7.98796177542    
      37      -8.81046936988          -8.81046936988    
      38      -9.63873542821          -9.63873542821    
      39      -10.4722335893          -10.4722335893    
      40      -11.3101273714          -11.3101273714    
      41      -12.1513644652          -12.1513644652    
      42      -12.9955005619          -12.9955005619    
      43      -13.8412844228          -13.8412844228    
      44      -14.6884487617          -14.6884487617    
      45      -15.5354728478          -15.5354728478    
      46      -16.3821833281          -16.3821833281    
      47      -17.2274468502          -17.2274468502    
      48      -18.0698399260          -18.0698399260    
      49      -18.9085479243          -18.9085479243    
      50      -19.7439471090          -19.7439471090    
      51      -20.5748327548          -20.5748327548    
      52      -21.4003094119          -21.4003094119    
      53      -22.2194354932          -22.2194354932    
      54      -23.0318194986          -23.0318194986    
      55      -23.8371984547          -23.8371984547    
      56      -24.6353795297          -24.6353795297    
      57      -25.4249118152          -25.4249118152    
      58      -26.2059191616          -26.2059191616    
      59      -26.9774985974          -26.9774985974    
      60      -27.7399074115          -27.7399074115    
      61      -28.4932978967          -28.4932978967    
      62      -29.2378211330          -29.2378211330    
      63      -29.9729984268          -29.9729984268    
      64      -30.6996436506          -30.6996436506    
      65      -31.4175405386          -31.4175405386    
      66      -32.1266321547          -32.1266321547    
      67      -32.8271284672          -32.8271284672    
      68      -33.5195483590          -33.5195483590    
      69      -34.2046621385          -34.2046621385    
      70      -34.8820480147          -34.8820480147    
      71      -35.5521920862          -35.5521920862    
      72      -36.2152893107          -36.2152893107    
      73      -36.8700812492          -36.8700812492    
      74      -37.5200027762          -37.5200027762    
      75      -38.1635806410          -38.1635806410    
      76      -38.8016785250          -38.8016785250    
      77      -39.4348892429          -39.4348892429    
      78      -40.0628508928          -40.0628508928    
      79      -40.6857419009          -40.6857419009    
      80      -41.3041416261          -41.3041416261    
      81      -41.9173735684          -41.9173735684    
      82      -42.5261829775          -42.5261829775    
      83      -43.1301535200          -43.1301535200    
      84      -43.7298701549          -43.7298701549    
      85      -44.3256752420          -44.3256752420    
      86      -44.9172635321          -44.9172635321    
      87      -45.5053855107          -45.5053855107    
      88      -46.0892216953          -46.0892216953    
      89      -46.6687614159          -46.6687614159    
      90      -47.2451720458          -47.2451720458    
      91      -47.8165248253          -47.8165248253    
      92      -48.3848499726          -48.3848499726    
      93      -48.9503303843          -48.9503303843    
      94      -49.5114371642          -49.5114371642    
      95      -50.0701973685          -50.0701973685    
      96      -50.6253739760          -50.6253739760    
      97      -51.1775817477          -51.1775817477    
      98      -51.7264894210          -51.7264894210    
      99      -52.2721523079          -52.2721523079    
     100      -52.8139190061          -52.8139190061    
     101      -53.3521465209          -53.3521465209    
     102      -53.8876390227          -53.8876390227    
     103      -54.4200541406          -54.4200541406    
     104      -54.9496308799          -54.9496308799    
     105      -55.4759089301          -55.4759089301    
     106      -55.9999359475          -55.9999359475    
     107      -56.5208864927          -56.5208864927    
     108      -57.0386363138          -57.0386363138    
     109      -57.5535484288          -57.5535484288    
     110      -58.0652174985          -58.0652174985    
     111      -58.5735594019          -58.5735594019    
     112      -59.0783000471          -59.0783000471    
     113      -59.5796080081          -59.5796080081    
     114      -60.0785326614          -60.0785326614    
     115      -60.5735313911          -60.5735313911    
     116      -61.0651451652          -61.0651451652    
     117      -61.5536111399          -61.5536111399    
     118      -62.0389497594          -62.0389497594    
     119      -62.5211016315          -62.5211016315    
     120      -62.9994271872          -62.9994271872    
