       1       0       1       0.00000000000           70809002.0000           38121469.0000    
       2       1       1       4586859.45212           66415412.5544           37986993.0000    
       3       2       1       8987219.05108           62268863.9563           37868406.0000    
       4       3       1       13213509.8599           58366007.1566           37809623.0000    
       5       4       1       17311239.0349           54732506.9638           37803562.0000    
       6       5       1       21295794.6106           51367567.3954           37867164.0000    
       7       6       1       25175458.4629           48162317.5454           37983786.0000    
       8       7       1       28929189.7440           45078139.2518           38092037.0000    
       9       8       1       32497928.7408           44714711.7567           35430412.4989    
      10       9       1       33302524.0138           47406594.6356           32160631.3510    
      11      10       1       32900571.9450           50434546.4658           29454877.5900    
      12      11       1       32467440.0645           52776406.4754           27188645.4720    
      13      12       1       32065736.9963           54563378.6802           25271807.3339    
      14      13       1       31689776.8798           55976168.1736           23648883.9491    
      15      14       1       31357633.0519           57075446.3686           22276039.5819    
      16      15       1       31108677.1788           58007895.9231           21122817.8973    
      17      16       1       30922200.1067           58789055.4642           20139581.4205    
      18      17       1       30802902.3026           59474283.8163           19319749.8758    
      19      18       1       30728221.1191           60056893.9742           18619729.9155    
      20      19       1       30709384.0413           60587607.7146           18016130.2530    
      21      20       1       30715372.4190           61003555.0876           17490136.4975    
      22      21       1       30739452.0807           61375123.9620           17030917.9532    
      23      22       1       30793949.2198           61701385.3445           16633994.4320    
      24      23       1       30869387.0338           61952765.5991           16283468.3645    
      25      24       1       54906215.5317           110297441.937           28335243.5543    
      26      25       1       53577263.3577           107645061.577           27110056.0707    
      27      26       1       52933424.7545           106340707.533           26281312.7165    
      28      27       1       52685998.6617           106120153.029           25333202.3266    
      29      28       1       51901375.9312           107035065.728           24554803.3429    
      30      29       1       51191945.0158           108042843.495           23869790.5014    
      31      30       1       50557018.7065           109130692.983           23256383.3083    
      32      31       1       49916418.6739           110263617.233           22691146.0928    
      33      32       1       49336503.1236           111348710.867           22159202.0072    
      34      33       1       48731719.2368           112464390.544           21674396.2265    
      35      34       1       48177354.2667           113584111.018           21223462.7203    
      36      35       1       47622431.0156           114750356.101           20804786.9060    
      37      36       1       47020398.0906           115828992.852           20399185.0739    
      38      37       1       46478113.4853           116916648.304           20033298.1903    
      39      38       1       45927399.0090           118069155.351           19688486.6383    
      40      39       1       45318810.9806           119066703.148           19334431.8785    
      41      40       1       44790245.3648           120295247.460           19040749.1772    
      42      41       1       43859856.6133           120426503.245           18588597.1111    
      43      42       1       43105194.3281           120984014.567           18230484.1123    
      44      43       1       42423946.6529           121769730.364           17913550.9839    
      45      44       1       41764240.0736           122595458.017           17623496.9063    
      46      45       1       41092031.3827           123471171.472           17339404.1371    
      47      46       1       40434806.2618           124388689.267           17078905.4848    
      48      47       1       39782343.5927           125337380.372           16840087.0188    
      49      48       1       39105789.8685           126280069.696           16594929.4153    
      50      49       1       27672348.3286           91715168.3531           11787127.3225    
      51      50       1       26225621.4956           89140297.1818           11212146.3212    
      52      51       1       25329180.8960           88366905.0263           10882039.0777    
      53      52       1       24662194.0015           88355207.0572           10652285.9408    
      54      53       1       24097240.6828           88748168.8585           10478085.4569    
      55      54       1       23602256.0408           89351663.5013           10329171.4581    
      56      55       1       23101464.6670           89944454.4969           10181089.8421    
      57      56       1       22622290.5161           90583773.4153           10048377.0695    
      58      57       1       22142316.7411           91263836.0361           9915744.22448    
      59      58       1       21666492.6528           91938211.0711           9795624.27113    
      60      59       1       21199453.5093           92588137.2842           9669537.21581    
      61      60       1       20720244.1861           93161607.6961           9540952.11732    
      62      61       1       20282322.5193           93813072.2271           9421978.25205    
      63      62       1       19855936.1160           94462797.1943           9314145.69355    
      64      63       1       19452006.7734           95128991.5871           9205114.64128    
      65      64       1       19063488.0742           95786826.5038           9105550.43228    
      66      65       1       18761646.0736           96773140.0738           9046599.85394    
      67      66       1       18318986.8451           96913608.5956           8908236.57458    
      68      67       1       17920395.4449           97236641.9937           8793614.56344    
      69      68       1       17572104.8750           97673132.0901           8688926.03008    
      70      69       1       17256631.4609           98200046.2129           8605622.33001    
      71      70       1       16966009.9733           98744389.6563           8526989.37251    
      72      71       1       16694379.6486           99299689.5765           8453668.78432    
      73      72       1       16425572.6808           99787136.3669           8377189.94538    
      74      73       1       13712887.4034           85195523.9124           7051321.68850    
      75      74       1       12884896.5044           81535003.8611           6666778.63067    
      76      75       1       12369641.8242           79735474.5327           6439454.64047    
      77      76       1       12031141.4371           78936210.0154           6300216.54459    
      78      77       1       11797445.0312           78685841.9239           6210957.04369    
      79      78       1       11595029.4276           78607395.1327           6134698.43683    
      80      79       1       11424258.2271           78727648.8912           6078059.88401    
      81      80       1       11271236.8977           78852694.0306           6026083.06949    
      82      81       1       11128943.6190           79062774.0748           5979459.30723    
      83      82       1       10992879.4762           79252349.5876           5936352.93675    
      84      83       1       10858995.4872           79423616.6927           5892074.81763    
      85      84       1       10738213.6708           79630525.7157           5852499.61456    
      86      85       1       10613383.6308           79742881.6477           5811284.72516    
      87      86       1       10509523.7410           79970936.5181           5772900.74143    
      88      87       1       10397794.9503           80154377.7246           5729789.32616    
      89      88       1       10274220.0511           80340209.7597           5679366.18984    
      90      89       1       10140414.2505           80542600.6111           5625177.13882    
      91      90       1       10032614.0865           80897800.5582           5587777.34974    
      92      91       1       9990924.51662           81880134.5925           5592081.88994    
      93      92       1       9811485.38869           81551592.2429           5505108.36778    
      94      93       1       9652809.50567           81397039.9946           5440528.50360    
      95      94       1       9478847.06179           81082093.3191           5359873.62460    
      96      95       1       9300427.11393           80617155.9197           5273161.96718    
      97      96       1       9186302.58048           80765186.7517           5230378.66721    
      98      97       1       9069184.11963           80762177.4278           5178464.45163    
      99      98       1       8749463.63718           78953267.9635           5014697.39808    
     100      99       1       8325474.78263           76084286.5131           4786628.70796    
     101     100       1       8047019.82882           74538147.4781           4644922.69426    
     102     101       1       7849198.92146           73657917.7735           4545469.30568    
     103     102       1       7702353.90453           73180108.5112           4476126.58161    
     104     103       1       7585833.90237           72937065.8181           4419250.27830    
     105     104       1       7483917.54702           72845531.4710           4376007.98283    
     106     105       1       7403628.76046           72923722.5358           4340446.70140    
     107     106       1       7327753.34315           73002191.1200           4309467.53558    
     108     107       1       7254783.31368           73097164.5724           4278672.11121    
     109     108       1       7182249.94071           73216563.7619           4250441.29913    
     110     109       1       7112910.33160           73313917.7901           4220442.87849    
     111     110       1       7038450.65552           73399050.0421           4191059.30366    
     112     111       1       6966349.84553           73478581.2541           4166363.89982    
     113     112       1       6889745.01972           73444299.9176           4129288.06186    
     114     113       1       6808762.28376           73456856.8926           4096197.82527    
     115     114       1       6740298.67222           73478587.7336           4068758.59413    
     116     115       1       6660215.09955           73409838.4988           4033633.40413    
     117     116       1       6583806.17063           73379261.1385           4000425.68998    
     118     117       1       6516979.01257           73433555.8202           3974694.16783    
     119     118       1       6454783.13707           73484511.2903           3946918.57008    
     120     119       1       6381295.06712           73443108.4625           3917986.47169    
     121     120       1       6319746.98818           73511678.5788           3892187.43552    
     122     121       1       6263444.69287           73643671.6862           3871966.62210    
     123     122       1       5389612.36163           64017241.0053           3341365.63398    
     124     123       1       5270260.80927           63243551.2702           3275262.92049    
     125     124       1       5172489.37315           62744890.2411           3230799.38594    
     126     125       1       5093983.90352           62444442.6383           3193470.45866    
     127     126       1       5022128.48386           62271983.7248           3160127.79281    
     128     127       1       4964081.71039           62241312.8568           3134287.43364    
     129     128       1       4915797.57527           62220250.3931           3112952.03024    
     130     129       1       4857993.25260           62189815.4860           3090725.26406    
     131     130       1       4808427.75004           62198218.5071           3071954.74477    
     132     131       1       4762612.17306           62222393.0129           3050853.81378    
     133     132       1       4712442.83179           62228476.1765           3032462.99265    
     134     133       1       4670785.78203           62349521.3412           3016762.88038    
     135     134       1       4630565.29831           62424981.3214           3000521.38193    
     136     135       1       4592206.35048           62537676.9437           2985787.70584    
     137     136       1       4557437.16156           62704695.0819           2975240.75480    
     138     137       1       4510629.90647           62777754.0228           2958573.06965    
     139     138       1       4471656.68899           62806530.0000           2943775.30994    
     140     139       1       4439282.49686           62937832.7760           2931014.72715    
     141     140       1       4400963.39055           63015016.4138           2915796.19325    
     142     141       1       4363067.24402           63079119.9205           2901251.83774    
     143     142       1       4327073.94598           63094973.6053           2885286.44757    
     144     143       1       4293819.02665           63245785.2758           2872790.69995    
     145     144       1       4261575.09506           63378736.5438           2863495.36233    
     146     145       1       4225525.83278           63412655.4617           2846303.70402    
     147     146       1       4198550.76787           63552726.2310           2839851.00259    
     148     147       1       3495676.19121           53409274.9767           2370353.83307    
     149     148       1       3436343.50164           52949712.6521           2335661.84594    
     150     149       1       3386612.64427           52698146.0006           2313342.35497    
     151     150       1       3349692.03226           52549851.8914           2292660.07682    
     152     151       1       3313876.87457           52454789.6516           2276508.47387    
     153     152       1       3281216.89282           52349551.1429           2260254.96362    
     154     153       1       3253805.62803           52355169.2167           2249821.15519    
     155     154       1       3231025.96418           52366397.7504           2239267.28491    
     156     155       1       3211454.94516           52416181.2921           2228602.76293    
     157     156       1       3180297.66386           52389303.5916           2216193.74584    
     158     157       1       3166543.80158           52468816.9379           2209384.25961    
     159     158       1       3143936.01137           52518516.1651           2199882.82366    
     160     159       1       3125601.28445           52582733.3088           2192852.40812    
     161     160       1       3114894.64241           52693646.0076           2187559.35137    
     162     161       1       3092676.73755           52713055.6876           2176532.57323    
     163     162       1       3076983.71967           52777470.7318           2171155.54704    
     164     163       1       3058514.29869           52818502.5248           2164061.17610    
     165     164       1       3046204.21626           52953243.5548           2159938.22911    
     166     165       1       3025464.37243           52958013.1414           2150526.48534    
     167     166       1       3009294.36939           52980127.1043           2141365.52645    
     168     167       1       2995765.54355           53049777.1314           2137357.32408    
     169     168       1       2980631.49181           53113857.4029           2130752.10578    
     170     169       1       2970387.34197           53244901.9502           2128302.70905    
     171     170       1       2954358.28516           53279432.9287           2119081.78588    
     172     171       1       3001807.94445           54369862.8649           2154763.19167    
     173     172       1       2947317.03633           53683135.4529           2119999.51009    
     174     173       1       2902856.76570           53256720.8696           2095199.36474    
     175     174       1       2876331.61499           52978564.3493           2073889.03572    
     176     175       1       2848361.04937           52808612.6840           2061503.26743    
     177     176       1       2820856.98314           52611054.3177           2046758.69974    
     178     177       1       2805778.35734           52541945.2948           2036756.34758    
     179     178       1       2789272.92480           52496348.6540           2026313.42111    
     180     179       1       2770675.82232           52448910.0743           2017973.10354    
     181     180       1       2754143.34996           52375464.5668           2008629.08341    
     182     181       1       2737780.19527           52315376.7544           1998133.04979    
     183     182       1       2727856.03197           52359611.6291           1993661.33789    
     184     183       1       2708928.99075           52340128.4657           1987060.54318    
     185     184       1       2693480.17342           52266668.6761           1979080.15148    
     186     185       1       2679658.17260           52236676.4582           1970188.36833    
     187     186       1       2662419.67428           52161559.3308           1959614.99556    
     188     187       1       2649032.14517           52153565.5372           1953756.31752    
     189     188       1       2638947.21731           52206792.5648           1950754.21687    
     190     189       1       2627053.35637           52158247.3335           1941558.31120    
     191     190       1       2606565.24878           52043994.5487           1933548.20341    
     192     191       1       2589986.38311           52025225.6079           1925394.00919    
     193     192       1       2573671.17593           51917423.6807           1917115.14230    
     194     193       1       2557346.81801           51873545.5003           1907601.68059    
     195     194       1       2549938.10708           51890269.3846           1903634.50925    
     196     195       1       2532244.68513           51786624.0939           1894332.22101    
     197     196       1       2557322.85487           52428119.7862           1911639.35765    
     198     197       1       2521001.03204           51948611.4897           1889368.47793    
     199     198       1       2489140.21440           51554275.8941           1872389.88997    
     200     199       1       2461145.21300           51259536.7059           1854102.08185    
     201     200       1       2442251.68109           51068850.1141           1842300.20374    
     202     201       1       2424794.15673           50897599.6063           1830975.23651    
     203     202       1       2410261.34931           50792383.6395           1822630.01052    
     204     203       1       2395537.58167           50716248.6118           1813401.80568    
     205     204       1       2375556.16153           50573419.5701           1803768.26938    
     206     205       1       2366135.21843           50582466.1481           1799673.63318    
     207     206       1       2354327.30276           50595094.1299           1795556.56650    
     208     207       1       2342437.61322           50548188.8014           1788475.58492    
     209     208       1       2332695.95327           50607264.6286           1787878.41781    
     210     209       1       2321232.81777           50626350.9553           1781900.22683    
     211     210       1       2310988.60168           50655616.0716           1777741.32777    
     212     211       1       2304102.22911           50666911.6960           1773168.07362    
