1,1,1,3.297063296825552,1.040485471155506,0.8304510426156564
1,1,2,3.773796585999911,0.3627955744150739,1.019355880126811
2,1,1,0.5009026005578188,1.412743391029720,3.147541963334538
2,1,2,0.6974635937317590,0.5863815395068813,3.109862021520126
3,1,1,7.596199072742062,8.915749720471036,3.551696081057151
3,1,2,8.300511622526940,8.452559729391243,3.443482353756819
4,1,1,8.867475888760406,7.629204866041086,3.261976024251704
4,1,2,8.927569091090154,8.220777413060851,2.654555969163587
5,1,1,6.883314465519810,8.142351889822615,2.996664196891528
5,1,2,6.937599232992295,8.209101504617868,2.150866339528207
6,1,1,5.430366582949817,0.9416702149066909,3.000958047809463
6,1,2,5.819084984322841,0.8636306369305657,2.249155664812242
7,1,1,2.857052898940287,7.422937873076656,1.014727973481278
7,1,2,2.195767506539053,7.085131184708324,0.6011452401744962
8,1,1,3.797753152740126,9.570730147868421,2.485696266030189
8,1,2,3.395593137342946,8.846226592619537,2.673753314346303
9,1,1,9.075394477340700,2.166603844333947,4.011429978957390
9,1,2,8.721110088693646,2.566576841178058,4.672487040090252
10,1,1,5.725041926887063,4.150449666195780,4.112989153866539
10,1,2,5.383509497812628,4.861668350053803,4.429027904862123
11,1,1,1.678866324743770,5.924300242511641,3.966049693004740
11,1,2,1.565947856802143,5.101049622347180,4.144512574370935
12,1,1,5.286960226512217,3.037277847739777,4.193984275362433
12,1,2,5.299392731627447,2.369756133861087,4.720144383842919
13,1,1,2.406204815112758,0.3592864958712332,0.6612807076240064
13,1,2,1.801759643714808,9.820290373432430,0.4044622352906952
14,1,1,3.494691286117496,5.238639551871550,1.160947917361642
14,1,2,3.080398992000476,5.829978917875663,1.609913507093940
15,1,1,2.394071226366310,7.507825396528762,2.316491039952296
15,1,2,2.867709496372024,8.211495619930345,2.366453563497526
16,1,1,0.3043924456040134,7.048939965210535,3.916417189969107
16,1,2,9.916214993103003,6.467994262434513,4.399904582167788
17,1,1,4.064185116276786,7.389590106699393,0.9757496570830111
17,1,2,4.586284431501820,7.406954012578812,0.3052105152747864
18,1,1,7.543130325292449,1.019447166830472,4.427722777195657
18,1,2,8.065952636829326,1.662054227247256,4.616989254315577
19,1,1,9.956087675195100,2.501128630050306,3.441397671813848
19,1,2,0.4080513723711507,2.622613910614247,4.150767852494284
20,1,1,8.560073724660310,5.597959418556670,4.038567851238839
20,1,2,8.657484728538398,5.170227482183044,4.766519930924516
21,1,1,1.223023623482805,3.150294971494401,3.808127606763161
21,1,2,1.544922262502001,2.923442328043222,3.054930969466726
22,1,1,4.555674398333539,9.161926991519202,3.158471349767217
22,1,2,4.407956735453409,9.482976447862855,3.931809903647542
23,1,1,2.896640753387127,5.500631413251929,6.263852809777561
23,1,2,3.275266723555376,4.825516099290398,5.913245826679229
24,1,1,2.304798316979833,8.192229876287506,3.123337680568973
24,1,2,2.409470751912034,7.473328642574161,3.564656410900860
25,1,1,1.559948366889556,8.108315268374517,2.185487661142957
25,1,2,1.170560362320657,8.313034457249623,1.458374151068120
26,1,1,1.148388576218650,1.603651832733363,1.577239418752012
26,1,2,0.5781292327192896,1.392146368532914,0.9831787667309443
27,1,1,3.406278990836504,3.247556381409396,6.188326450880131
27,1,2,4.070163630210840,3.038026981414739,5.700599757774139
28,1,1,0.5529545540177393,8.017338747533422,2.811546792546143
28,1,2,0.3529773290753530,8.665689248117138,2.299491934043309
29,1,1,3.991697663041226,4.204052347813291,0.4531663953943680
29,1,2,3.904781293566316,4.416320728012700,1.271808774138032
30,1,1,3.146527632186644,4.030482374735292,8.445517461178550
30,1,2,2.974889513232803,3.373886930711274,7.933732825774851
31,1,1,6.438509106749611,2.517047431512707,3.820126304393452
31,1,2,5.669398546456734,2.607694984483066,3.469845583029068
32,1,1,7.844810015673749,6.778257030501094,3.582067950103898
32,1,2,7.619105021565909,6.735370644281828,4.400484022105640
33,1,1,2.265864082379359,3.333706936395019,7.257347362259952
33,1,2,1.637071561694980,3.903404059374878,7.304895073026319
34,1,1,2.635430743278278,3.855559228248842,0.2223518608189856
34,1,2,2.411535989086850,4.667069483622608,0.3435048500511699
35,1,1,3.138519296632102,5.247474304771924,2.242151556422285
35,1,2,2.362905300921169,4.937232293888780,2.085881822497824
36,1,1,0.1894387830840305E-01,1.824835346426719,4.388943211872644
36,1,2,9.651445138538032,1.816350417894298,5.155118465910553
37,1,1,1.961508175466105,3.604921129112752,2.130624164711832
37,1,2,2.645453165333664,4.091503696195494,2.264339313280034
38,1,1,2.686194906012643,4.360316270498543,6.421432424651750
38,1,2,1.868809753266745,4.574654622850768,6.513643890137528
39,1,1,1.897929761629789,2.271177498980317,1.453266927224469
